obo_id,label,M
Orphanet:100988,"Autosomal dominant spastic paraplegia type 6",1
Orphanet:100989,"Autosomal dominant spastic paraplegia type 8",1
Orphanet:100990,"Autosomal dominant spastic paraplegia type 9",1
Orphanet:100991,"Autosomal dominant spastic paraplegia type 10",1
Orphanet:100993,"Autosomal dominant spastic paraplegia type 12",1
Orphanet:100994,"Autosomal dominant spastic paraplegia type 13",1
Orphanet:100995,"Autosomal recessive spastic paraplegia type 14",0
Orphanet:100996,"Autosomal recessive spastic paraplegia type 15",1
Orphanet:100997,"X-linked spastic paraplegia type 16",0
Orphanet:100998,"Autosomal dominant spastic paraplegia type 17",1
Orphanet:100999,"Autosomal dominant spastic paraplegia type 19",0
Orphanet:101,"Dentatorubral pallidoluysian atrophy",1
Orphanet:1010,"Autosomal dominant palmoplantar keratoderma and congenital alopecia",1
Orphanet:101000,"Autosomal recessive spastic paraplegia type 20",1
Orphanet:101001,"Autosomal recessive spastic paraplegia type 21",1
Orphanet:101003,"Autosomal recessive spastic paraplegia type 23",1
Orphanet:101004,"Autosomal recessive spastic paraplegia type 24",0
Orphanet:101005,"Autosomal recessive spastic paraplegia type 25",0
Orphanet:101006,"Autosomal recessive spastic paraplegia type 26",1
Orphanet:101007,"Autosomal recessive spastic paraplegia type 27",0
Orphanet:101008,"Autosomal recessive spastic paraplegia type 28",1
Orphanet:101009,"Autosomal dominant spastic paraplegia type 29",0
Orphanet:101010,"Autosomal recessive spastic paraplegia type 30",1
Orphanet:101011,"Autosomal dominant spastic paraplegia type 31",1
Orphanet:101016,"Romano-Ward syndrome",11
Orphanet:101022,"Mediterranean macrothrombocytopenia",1
Orphanet:101028,"Transaldolase deficiency",1
Orphanet:101039,"Female restricted epilepsy with intellectual disability",1
Orphanet:101041,"Familial hypofibrinogenemia",3
Orphanet:101046,"Autosomal dominant epilepsy with auditory features",1
Orphanet:101049,"Familial hypocalciuric hypercalcemia type 2",1
Orphanet:101050,"Familial hypocalciuric hypercalcemia type 3",1
Orphanet:101063,"Situs inversus totalis",1
Orphanet:101068,"Congenital stromal corneal dystrophy",1
Orphanet:101070,"Bilateral frontoparietal polymicrogyria",1
Orphanet:101075,"X-linked Charcot-Marie-Tooth disease type 1",1
Orphanet:101076,"X-linked Charcot-Marie-Tooth disease type 2",0
Orphanet:101077,"X-linked Charcot-Marie-Tooth disease type 3",0
Orphanet:101078,"X-linked Charcot-Marie-Tooth disease type 4",1
Orphanet:101081,"Charcot-Marie-Tooth disease type 1A",1
Orphanet:101082,"Charcot-Marie-Tooth disease type 1B",1
Orphanet:101083,"Charcot-Marie-Tooth disease type 1C",1
Orphanet:101084,"Charcot-Marie-Tooth disease type 1D",1
Orphanet:101085,"Charcot-Marie-Tooth disease type 1F",1
Orphanet:101088,"X-linked hyper-IgM syndrome",1
Orphanet:101089,"Hyper-IgM syndrome type 2",1
Orphanet:101090,"Hyper-IgM syndrome type 3",1
Orphanet:101091,"Hyper-IgM syndrome type 4",0
Orphanet:101092,"Hyper-IgM syndrome type 5",1
Orphanet:101097,"Autosomal recessive Charcot-Marie-Tooth disease with hoarseness",1
Orphanet:101101,"Charcot-Marie-Tooth disease type 2B2",1
Orphanet:101102,"Charcot-Marie-Tooth disease type 2H",0
Orphanet:101108,"Spinocerebellar ataxia type 23",1
Orphanet:101109,"Spinocerebellar ataxia type 28",2
Orphanet:101110,"Spinocerebellar ataxia type 20",1
Orphanet:101111,"Spinocerebellar ataxia type 25",0
Orphanet:101112,"Spinocerebellar ataxia type 26",1
Orphanet:101150,"Autosomal recessive dopa-responsive dystonia",1
Orphanet:101330,"Porphyria cutanea tarda",1
Orphanet:101351,"Familial isolated congenital asplenia",1
Orphanet:1014,"Alopecia - intellectual disability - hypergonadotropic hypogonadism",0
Orphanet:1018,"X-linked diffuse leiomyomatosis - Alport syndrome",0
Orphanet:101992,"Immunodeficiency due to a complement cascade protein anomaly",2
Orphanet:101997,"Primary immunodeficiency",7
Orphanet:1020,"Early-onset autosomal dominant Alzheimer disease",8
Orphanet:102015,"Autosomal recessive limb-girdle muscular dystrophy",4
Orphanet:1021,"Amaurosis - hypertrichosis",0
Orphanet:102283,"Multiple congenital anomalies/dysmorphic syndrome-intellectual disability",1
Orphanet:1023,"Congenital generalized hypertrichosis, Ambras type",0
Orphanet:1027,"Autosomal recessive amelia",1
Orphanet:1028,"Amelo-onycho-hypohidrotic syndrome",0
Orphanet:1031,"Amelogenesis imperfecta - nephrocalcinosis",1
Orphanet:1032,"Hyperdibasic aminoaciduria type 1",0
Orphanet:1035,"Encephalopathy due to beta-mercaptolactate-cysteine disulfiduria",1
Orphanet:1037,"Arthrogryposis multiplex congenita",0
Orphanet:103908,"Congenital sodium diarrhea",2
Orphanet:103909,"Diarrhea-vomiting due to trehalase deficiency",1
Orphanet:104,"Leber hereditary optic neuropathy",10
Orphanet:1040,"Metaphyseal anadysplasia",2
Orphanet:1044,"Anemia due to adenosine triphosphatase deficiency",0
Orphanet:1046,"Lethal hemolytic anemia - genital anomalies",0
Orphanet:1048,"Isolated anencephaly/exencephaly",1
Orphanet:1051,"Ramos-Arroyo syndrome",0
Orphanet:1052,"Mosaic variegated aneuploidy syndrome",3
Orphanet:1059,"Blue rubber bleb nevus",0
Orphanet:1062,"Hereditary neurocutaneous angioma",0
Orphanet:1063,"Tufted angioma",0
Orphanet:1064,"Aniridia - renal agenesis - psychomotor retardation",0
Orphanet:1065,"Aniridia - cerebellar ataxia - intellectual disability",1
Orphanet:1069,"Aniridia - absent patella",0
Orphanet:107,"BOR syndrome",2
Orphanet:1071,"Ankyloblepharon - ectodermal defects - cleft lip/palate",1
Orphanet:1072,"Ankyloblepharon filiforme adnatum - cleft palate",0
Orphanet:1077,"Dental ankylosis",0
Orphanet:1078,"Thumb stiffness - brachydactyly - intellectual disability",0
Orphanet:1083,Microlissencephaly,1
Orphanet:109,"Bannayan-Riley-Ruvalcaba syndrome",0
Orphanet:1092,"Renal-genital-middle ear anomalies",0
Orphanet:1094,"Anonychia - microcephaly",0
Orphanet:110,"Bardet-Biedl syndrome",24
Orphanet:1104,"Anophthalmia plus syndrome",0
Orphanet:1106,"Microphthalmia with limb anomalies",1
Orphanet:111,"Barth syndrome",1
Orphanet:1110,"Aortic arch anomaly - peculiar facies - intellectual disability",0
Orphanet:1112,"Aphalangy - hemivertebrae - urogenital-intestinal dysgenesis",0
Orphanet:1113,"Aphalangy - syndactyly - microcephaly",0
Orphanet:1114,"Circumscribed cutaneous aplasia of the vertex",1
Orphanet:1115,"Recessive aplasia cutis congenita of limbs",0
Orphanet:1116,"Aplasia cutis congenita - intestinal lymphangiectasia",0
Orphanet:1117,"Aplasia cutis - myopia",0
Orphanet:1118,"Fibular aplasia - ectrodactyly",0
Orphanet:112,"Bartter syndrome",5
Orphanet:1120,"Lung agenesis - heart defect - thumb anomalies",0
Orphanet:1122,"Ulnar hypoplasia - split foot",0
Orphanet:1125,"Ocular motor apraxia, Cogan type",0
Orphanet:1126,"Aprosencephaly cerebellar dysgenesis",0
Orphanet:113,"Bazex-Dupré-Christol syndrome",0
Orphanet:1131,"X-linked mandibulofacial dysostosis",0
Orphanet:1133,"AREDYLD syndrome",0
Orphanet:1135,"Arrhinia - choanal atresia - microphthalmia",1
Orphanet:1136,"Arnold-Chiari malformation type II",0
Orphanet:114,Auriculoosteodysplasia,0
Orphanet:1143,"Neurogenic arthrogryposis multiplex congenita",2
Orphanet:1144,"Arthrogryposis-like hand anomaly - sensorineural deafness",0
Orphanet:1145,"X-linked distal arthrogryposis multiplex congenita",1
Orphanet:1146,"Digitotalar dysmorphism",2
Orphanet:1147,"Sheldon-Hall syndrome",1
Orphanet:1149,"Arthrogryposis-like syndrome",0
Orphanet:115,"Congenital contractural arachnodactyly",1
Orphanet:1150,"Arthrogryposis multiplex congenita - whistling face",0
Orphanet:1154,"Arthrogryposis with oculomotor limitation and electroretinal anomalies",1
Orphanet:1155,"Arthrogryposis due to muscular dystrophy",0
Orphanet:1159,"Progressive pseudorheumatoid arthropathy of childhood",1
Orphanet:116,"Beckwith-Wiedemann syndrome",2
Orphanet:1166,"Congenital unilateral hypoplasia of depressor anguli oris",0
Orphanet:1168,"Ataxia - oculomotor apraxia type 1",1
Orphanet:1170,"Autosomal recessive cerebelloparenchymal disorder type 3",1
Orphanet:1171,"Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss",1
Orphanet:1172,"Autosomal recessive cerebellar ataxia",3
Orphanet:1173,"Cerebellar ataxia - hypogonadism",1
Orphanet:1174,"Cerebellar ataxia - ectodermal dysplasia",0
Orphanet:1175,"X-linked progressive cerebellar ataxia",1
Orphanet:1177,"Early-onset cerebellar ataxia with retained tendon reflexes",0
Orphanet:1178,"Ataxia - tapetoretinal degeneration",0
Orphanet:1179,"Benign paroxysmal tonic upgaze of childhood with ataxia",0
Orphanet:118,Beta-mannosidosis,1
Orphanet:1180,"Ataxia - hypogonadism - choroidal dystrophy",1
Orphanet:1182,"Spastic ataxia with congenital miosis",0
Orphanet:1185,"Spinocerebellar ataxia - dysmorphism",0
Orphanet:1186,"Infantile onset spinocerebellar ataxia",1
Orphanet:1187,"Lethal ataxia with deafness and optic atrophy",1
Orphanet:1188,"Ataxia-deafness-intellectual disability syndrome",0
Orphanet:119,"Autosomal recessive limb-girdle muscular dystrophy type 2E",1
Orphanet:1190,"Atelosteogenesis type I",1
Orphanet:1192,"Atherosclerosis - deafness - diabetes - epilepsy - nephropathy",0
Orphanet:1193,"Atkin-Flaitz syndrome",0
Orphanet:1194,"Mitochondrial encephalo-cardio-myopathy due to TMEM70 deficiency",1
Orphanet:1195,"Congenital atransferrinemia",1
Orphanet:1198,"Colonic atresia",0
Orphanet:1200,"Choanal atresia-deafness-cardiac defects-dysmorphism syndrome",1
Orphanet:1201,"Atresia of small intestine",0
Orphanet:1202,"Larynx atresia",0
Orphanet:1203,"Duodenal atresia",0
Orphanet:1215,"Autosomal dominant optic atrophy plus syndrome",1
Orphanet:1216,"Autosomal dominant congenital benign spinal muscular atrophy",1
Orphanet:122,"Birt-Hogg-Dubé syndrome",1
Orphanet:1225,"Baller-Gerold syndrome",1
Orphanet:1226,"Bamforth-Lazarus syndrome",1
Orphanet:1227,"Bangstad syndrome",0
Orphanet:1228,"Banki syndrome",0
Orphanet:1229,"Congenital intrauterine infection-like syndrome",2
Orphanet:123,"Björnstad syndrome",1
Orphanet:1231,"Barber-Say syndrome",1
Orphanet:1234,"Bartsocas-Papas syndrome",1
Orphanet:1237,"Beemer-Ertbruggen syndrome",0
Orphanet:1239,"Behr syndrome",1
Orphanet:124,"Blackfan-Diamond anemia",20
Orphanet:1240,"Metaphyseal acroscyphodysplasia",0
Orphanet:1241,"Bencze syndrome",0
Orphanet:1243,"Best vitelliform macular dystrophy",1
Orphanet:1246,"Brachydactyly - nystagmus - cerebellar ataxia",0
Orphanet:1248,"Maxillonasal dysplasia",0
Orphanet:125,"Bloom syndrome",1
Orphanet:1252,"Blepharonasofacial malformation syndrome",0
Orphanet:1253,"Ascher syndrome",0
Orphanet:1259,"Blepharoptosis - myopia - ectopia lentis",0
Orphanet:126,"Blepharophimosis - epicanthus inversus - ptosis",1
Orphanet:1261,"Bonnemann-Meinecke-Reich syndrome",0
Orphanet:1262,"Böök syndrome",0
Orphanet:1263,"Boomerang dysplasia",1
Orphanet:1264,"Tricho-retino-dento-digital syndrome",0
Orphanet:1266,"Dermato-cardio-skeletal syndrome, Borrone type",0
Orphanet:127,"Borjeson-Forssman-Lehmann syndrome",1
Orphanet:1270,"Bowen-Conradi syndrome",1
Orphanet:1272,"Fine-Lubinsky syndrome",0
Orphanet:1275,"Brachydactyly - elbow wrist dysplasia",1
Orphanet:1276,"Brachydactyly - arterial hypertension",1
Orphanet:1278,"Brachydactyly - preaxial hallux varus",0
Orphanet:1292,"Brachymorphism - onychodysplasia - dysphalangism",0
Orphanet:1293,Brachyolmia,2
Orphanet:1295,"Brachytelephalangy - dysmorphism - Kallmann syndrome",0
Orphanet:1296,"Lambert syndrome",0
Orphanet:1297,"Branchio-oculo-facial syndrome",1
Orphanet:1299,"Branchio-skeleto-genital syndrome",1
Orphanet:13,"6-pyruvoyl-tetrahydropterin synthase deficiency",1
Orphanet:130,"Brugada syndrome",9
Orphanet:1300,"Autosomal dominant popliteal pterygium syndrome",1
Orphanet:1305,"Feingold syndrome",2
Orphanet:1306,"Buschke-Ollendorff syndrome",1
Orphanet:1307,"Distal limb deficiencies - micrognathia syndrome",1
Orphanet:1308,"C syndrome",1
Orphanet:1310,"Caffey disease",1
Orphanet:1318,"Campomelia, Cumming type",0
Orphanet:1319,Camptobrachydactyly,0
Orphanet:132,"Butyrylcholinesterase deficiency",1
Orphanet:1326,"Camptodactyly syndrome, Guadalajara type 2",0
Orphanet:1327,"Camptodactyly syndrome, Guadalajara type 1",0
Orphanet:1328,"Camurati-Engelmann disease",1
Orphanet:1331,"Familial prostate cancer",13
Orphanet:1333,"Familial pancreatic carcinoma",5
Orphanet:1334,"Chronic mucocutaneous candidosis",7
Orphanet:1335,"Cantrell pentalogy",0
Orphanet:1336,"Hyperkeratosis-hyperpigmentation syndrome",0
Orphanet:1338,"Heart defect-tongue hamartoma-polysyndactyly syndrome",1
Orphanet:134,"Ketoacidosis due to beta-ketothiolase deficiency",1
Orphanet:1340,"Cardiofaciocutaneous syndrome",4
Orphanet:1342,"Heart-hand syndrome type 3",1
Orphanet:1344,"Atrial stand still",3
Orphanet:135,"CACH syndrome",5
Orphanet:1352,"Atrioventricular defect - blepharophimosis -radial defects",0
Orphanet:1354,"Heart defects - limb shortening",0
Orphanet:1355,"Heart defect - round face - congenital developmental delay",0
Orphanet:1358,"Carey-Fineman-Ziter  syndrome",1
Orphanet:1359,"Carney complex",1
Orphanet:136,CADASIL,1
Orphanet:1361,Carnosinemia,0
Orphanet:1366,"Autosomal recessive palmoplantar keratoderma and congenital alopecia",0
Orphanet:1368,"Cataract - ataxia - deafness",0
Orphanet:1369,"Congenital cataract - hypertrophic cardiomyopathy - mitochondrial myopathy",2
Orphanet:137,"Congenital disorder of glycosylation",2
Orphanet:1373,"Cataract - aberrant oral frenula - growth delay",0
Orphanet:1375,"Cataract - hypertrichosis - intellectual disability",0
Orphanet:1376,"Congenital cataract - ichthyosis",0
Orphanet:137605,"Legius syndrome",1
Orphanet:137625,"Glycogen storage disease due to muscle and heart glycogen synthase deficiency",1
Orphanet:137631,"Lung fibrosis - immunodeficiency - 46,XX gonadal dysgenesis",0
Orphanet:137634,"Overgrowth - macrocephaly - facial dysmorphism",0
Orphanet:137639,"Leukoencephalopathy - ataxia - hypodontia - hypomyelination",1
Orphanet:137658,"Microcephaly - intellectual disability - phalangeal and neurological anomalies",0
Orphanet:137667,"Capillary malformation - arteriovenous malformation",2
Orphanet:137675,"Histiocytoid cardiomyopathy",1
Orphanet:137678,"Czech dysplasia, metatarsal type",1
Orphanet:137681,"Hepatoencephalopathy due to combined oxidative phosphorylation deficiency type 1",1
Orphanet:1377,"Cataract-microcornea syndrome",4
Orphanet:137754,"Neurological conditions associated with aminoacylase 1 deficiency",1
Orphanet:137776,"Lethal congenital contracture syndrome type 2",1
Orphanet:137783,"Lethal congenital contracture syndrome type 3",2
Orphanet:137831,"X-linked intellectual disability - cerebellar hypoplasia",1
Orphanet:137834,"Frank-Ter Haar syndrome",1
Orphanet:137888,"Auriculocondylar syndrome",3
Orphanet:137893,"Male infertility due to large-headed multiflagellar polyploid spermatozoa",1
Orphanet:137898,"Leukoencephalopathy with brain stem and spinal cord involvement - high lactate",1
Orphanet:137902,"Isolated optic nerve hypoplasia",1
Orphanet:137908,"Hypotonia with lactic acidemia and hyperammonemia",1
Orphanet:138,"CHARGE syndrome",1
Orphanet:1380,"Cataract - nephropathy - encephalopathy",0
Orphanet:1387,"Cataract - intellectual disability - hypogonadism",1
Orphanet:1388,"Catel-Manzke syndrome",1
Orphanet:1389,"Cortical blindness - intellectual disability - polydactyly",0
Orphanet:139,"CHILD syndrome",1
Orphanet:1393,"Cerebro-costo-mandibular syndrome",1
Orphanet:139373,"Recessive hereditary methemoglobinemia type 1",1
Orphanet:139380,"Recessive hereditary methemoglobinemia type 2",1
Orphanet:139390,"Isolated craniosynostosis",1
Orphanet:139393,"Syndromic craniosynostosis",1
Orphanet:139396,"X-linked cerebral adrenoleukodystrophy",1
Orphanet:139399,Adrenomyeloneuropathy,1
Orphanet:1394,"Cerebro-facio-thoracic dysplasia",1
Orphanet:139406,"Encephalopathy due to prosaposin deficiency",1
Orphanet:139411,"Carney triad",0
Orphanet:139441,"Hypomyelination with atrophy of basal ganglia and cerebellum",2
Orphanet:139450,"Microtia - eye coloboma - imperforation of the nasolacrimal duct",0
Orphanet:139455,"Autosomal recessive bestrophinopathy",1
Orphanet:139466,"SERKAL syndrome",1
Orphanet:139471,"Microphthalmia with brain and digit anomalies",1
Orphanet:139474,"17q11.2 microduplication syndrome",0
Orphanet:139480,"Autosomal recessive spastic paraplegia type 39",1
Orphanet:139485,"Autosomal recessive ataxia due to ubiquinone deficiency",1
Orphanet:139491,"Hemochromatosis type 4",1
Orphanet:139507,"African iron overload",0
Orphanet:139515,"Charcot-Marie-Tooth disease type 4J",1
Orphanet:139518,"Distal hereditary motor neuropathy type 1",0
Orphanet:139525,"Distal hereditary motor neuropathy type 2",5
Orphanet:139536,"Distal hereditary motor neuropathy type 5",3
Orphanet:139547,"Distal spinal muscular atrophy type 3",0
Orphanet:139552,"Distal hereditary motor neuropathy, Jerash type",1
Orphanet:139557,"X-linked distal spinal muscular atrophy",1
Orphanet:139564,"Hereditary sensory and autonomic neuropathy type 1B",0
Orphanet:139578,"Hereditary sensory and autonomic neuropathy with spastic paraplegia",1
Orphanet:139583,"X-linked hereditary sensory and autonomic neuropathy with deafness",1
Orphanet:139589,"Distal hereditary motor neuropathy type 7",2
Orphanet:1396,"Cerebro-reno-digital syndrome",0
Orphanet:1397,"Cerebellum agenesis - hydrocephaly",0
Orphanet:1399,"Richards-Rundle syndrome",0
Orphanet:14,Abetalipoproteinemia,1
Orphanet:140,"Campomelic dysplasia",1
Orphanet:140436,"Primary intraosseous vascular malformation",1
Orphanet:140465,"Autosomal dominant distal hereditary motor neuropathy",1
Orphanet:140474,"Autosomal dominant hereditary sensory and autonomic neuropathy",1
Orphanet:140477,"Autosomal recessive hereditary sensory and autonomic neuropathy",1
Orphanet:140481,"Autosomal dominant slowed nerve conduction velocity",1
Orphanet:1408,"Hair defect - photosensitivity - intellectual disability",0
Orphanet:1409,"Woolly hair - hypotrichosis - everted lower lip - outstanding ears",0
Orphanet:140905,"Hyperlipidemia due to hepatic triglyceride lipase deficiency",1
Orphanet:140908,"Brachydactyly type B2",1
Orphanet:140917,"Stapes ankylosis with broad thumbs and toes",1
Orphanet:140922,"Autosomal recessive limb-girdle muscular dystrophy type 2J",0
Orphanet:140927,"Benign familial neonatal-infantile seizures",1
Orphanet:140936,"Lelis syndrome",0
Orphanet:140941,"Short stature due to primary acid-labile subunit deficiency",1
Orphanet:140944,"CLOVE syndrome",1
Orphanet:140952,"Syndactyly - telecanthus - anogenital and renal malformations",1
Orphanet:140957,"Autosomal dominant macrothrombocytopenia",5
Orphanet:140963,"Bilateral microtia - deafness - cleft palate",1
Orphanet:140966,"Palmoplantar keratoderma, Nagashima type",1
Orphanet:140969,"Saldino-Mainzer syndrome",2
Orphanet:140976,"RHYNS syndrome",1
Orphanet:140997,"Orofaciodigital syndrome",4
Orphanet:141,"Canavan disease",1
Orphanet:1410,"Uncombable hair syndrome",3
Orphanet:141000,"Orofaciodigital syndrome type 11",0
Orphanet:141007,"Orofaciodigital syndrome type 9",0
Orphanet:141127,"Congenital tracheal stenosis",0
Orphanet:141145,"Hemifacial hypertrophy",0
Orphanet:141152,"Isolated congenital hypoglossia/aglossia",0
Orphanet:1412,"Tarsal-carpal coalition syndrome",1
Orphanet:141258,"Tessier number 4 facial cleft",1
Orphanet:141276,"Commissural facial cleft",0
Orphanet:141333,"Biemond syndrome type 2",0
Orphanet:1414,"Cholestasis-lymphedema syndrome",0
Orphanet:1421,"Lethal chondrodysplasia, Seller type",0
Orphanet:1422,"Chondrodysplasia - disorder of sex development",0
Orphanet:1425,"Desbuquois syndrome",2
Orphanet:1426,"Greenberg dysplasia",1
Orphanet:1427,"Otospondylomegaepiphyseal dysplasia",1
Orphanet:1428,"Familial chondromalacia patellae",0
Orphanet:1429,"Benign familial chorea",1
Orphanet:1435,"Choroideremia - deafness - obesity",0
Orphanet:1436,"Skeletal dysplasia - intellectual disability",1
Orphanet:144,"Lynch syndrome",7
Orphanet:1440,"Ring chromosome 14",0
Orphanet:145,"Hereditary breast and ovarian cancer syndrome",4
Orphanet:1451,"CINCA syndrome",1
Orphanet:1452,"Cleidocranial dysplasia",1
Orphanet:1453,"Cleidorhizomelic syndrome",0
Orphanet:1454,"Joubert syndrome with hepatic defect",3
Orphanet:1458,"CODAS syndrome",1
Orphanet:1460,"Isolated CoQ-cytochrome C reductase deficiency",9
Orphanet:1465,"Coffin-Siris syndrome",9
Orphanet:1466,"COFS syndrome",4
Orphanet:147,"Carbamoyl-phosphate synthase deficiency",1
Orphanet:1471,"Coloboma of macula - brachydactyly type B",0
Orphanet:1473,"Uveal coloboma - cleft lip and palate - intellectual disability",1
Orphanet:1475,"Renal coloboma syndrome",1
Orphanet:1478,"Interauricular communication",7
Orphanet:1479,"Atrial septal defect - atrioventricular conduction defects",1
Orphanet:1480,"Ventricular septal defect",3
Orphanet:1484,"Contractures - ectodermal dysplasia - cleft lip/palate",0
Orphanet:1485,"Arthrogryposis - hyperkeratosis, lethal form",0
Orphanet:1486,"Lethal congenital contracture syndrome type 1",1
Orphanet:1487,"Cooks syndrome",0
Orphanet:1488,"Cooper-Jabs syndrome",0
Orphanet:1490,"Corneal dystrophy - perceptive deafness",1
Orphanet:1493,"Vici syndrome",1
Orphanet:1496,"Corpus callosum agenesis - neuronopathy",1
Orphanet:1497,"X-linked complicated corpus callosum dysgenesis",1
Orphanet:15,Achondroplasia,1
Orphanet:1505,"Short rib-polydactyly syndrome",2
Orphanet:1507,"Autosomal recessive Robinow syndrome",2
Orphanet:1508,"Coxoauricular syndrome",0
Orphanet:1509,"Coxopodopatellar syndrome",1
Orphanet:1512,"Crane-Heise syndrome",0
Orphanet:1513,"Craniodiaphyseal dysplasia",1
Orphanet:1514,"Craniodigital syndrome - intellectual disability",0
Orphanet:1515,"Cranioectodermal dysplasia",4
Orphanet:1516,"Craniofacial dyssynostosis",0
Orphanet:1517,"Hypertrichotic osteochondrodysplasia, Cantu type",2
Orphanet:1519,"Hypertelorism, Teebi type",1
Orphanet:1520,"Craniofrontonasal dysplasia",1
Orphanet:1522,"Craniometaphyseal dysplasia",2
Orphanet:1524,"Craniomicromelic syndrome",0
Orphanet:1525,Cranio-osteoarthropathy,1
Orphanet:1527,"Craniosynostosis, Philadelphia type",0
Orphanet:1528,"Craniotelencephalic dysplasia",0
Orphanet:1529,"Craniofacial-deafness-hand syndrome",1
Orphanet:1531,Craniosynostosis,5
Orphanet:1532,"Gómez-López-Hernández syndrome",0
Orphanet:1533,"Craniosynostosis - fibular aplasia",0
Orphanet:1538,"Craniosynostosis - Dandy-Walker malformation - hydrocephalus",0
Orphanet:154,"Familial isolated dilated cardiomyopathy",33
Orphanet:1540,"Jackson-Weiss syndrome",2
Orphanet:1541,"Craniosynostosis, Boston type",1
Orphanet:1545,"Crisponi syndrome",1
Orphanet:1547,"Cryptomicrotia - brachydactyly - excess fingertip arch",0
Orphanet:1551,"Familial benign copper deficiency",0
Orphanet:1552,"Currarino triad",1
Orphanet:1553,"Curry-Jones syndrome",1
Orphanet:1555,"Cutis gyrata - acanthosis nigricans - craniosynostosis",1
Orphanet:155899,"Mandibulofacial dysostosis",1
Orphanet:156,"Carnitine palmitoyl transferase 1A deficiency",1
Orphanet:156071,Keratoconus,1
Orphanet:1561,"Fatal infantile cytochrome C oxidase deficiency",4
Orphanet:156159,"Isolated dystonia",1
Orphanet:1562,"Dacryocystitis - osteopoikilosis",0
Orphanet:1563,"Dahlberg-Borer-Newcomer syndrome",0
Orphanet:1566,"Dandy-Walker malformation - postaxial polydactyly",0
Orphanet:156728,"Spondyloepimetaphyseal dysplasia, matrilin-3 type",1
Orphanet:156731,"Dyssegmental dysplasia, Rolland-Desbuquois type",0
Orphanet:1568,"X-linked intellectual disability - Dandy-Walker malformation - basal ganglia disease - Seizures",1
Orphanet:157,"Carnitine palmitoyltransferase II deficiency",1
Orphanet:1571,"Knobloch syndrome",1
Orphanet:1572,"Common variable immunodeficiency",12
Orphanet:157215,"Hereditary hypophosphatemic rickets with hypercalciuria",1
Orphanet:1573,"Hypotrichosis with juvenile macular degeneration",1
Orphanet:1574,"Retinal degeneration - nanophthalmos - glaucoma",0
Orphanet:1576,"Infantile bilateral striatal necrosis",2
Orphanet:157713,"Congenital or early infantile CACH syndrome",5
Orphanet:157716,"Late infantile CACH syndrome",5
Orphanet:157719,"Juvenile or adult CACH syndrome",5
Orphanet:157788,"Hypospadias - hypertelorism - coloboma and deafness",0
Orphanet:157794,"Hereditary mixed polyposis syndrome",2
Orphanet:157798,"Hyperplastic polyposis syndrome",1
Orphanet:1578,"Dehydratase deficiency",1
Orphanet:157801,"Mesoaxial synostotic syndactyly with phalangeal reduction",1
Orphanet:157808,"Congenital pseudoarthrosis of the limbs",0
Orphanet:157820,"Cold-induced sweating syndrome",3
Orphanet:157846,Neuroferritinopathy,1
Orphanet:157850,"Pantothenate kinase-associated neurodegeneration",1
Orphanet:157941,"Huntington disease-like 1",1
Orphanet:157946,"Huntington disease-like 3",0
Orphanet:157949,"Combined immunodeficiency with skin granulomas",2
Orphanet:157954,"ANE syndrome",1
Orphanet:157962,"Oculoauricular syndrome, Schorderet type",1
Orphanet:157965,"Ehlers-Danlos syndrome, spondylocheirodysplastic type",1
Orphanet:157973,"Congenital muscular dystrophy due to LMNA mutation",1
Orphanet:158,"Systemic primary carnitine deficiency",1
Orphanet:1580,"Distal monosomy 10p",0
Orphanet:158029,"Sea-blue histiocytosis",1
Orphanet:158665,"Basal epidermolysis bullosa simplex",1
Orphanet:158668,"Epidermolysis bullosa simplex due to plakophilin deficiency",1
Orphanet:158681,"Epidermolysis bullosa simplex with circinate migratory erythema",1
Orphanet:158684,"Epidermolysis bullosa simplex with pyloric atresia",1
Orphanet:158687,"Lethal acantholytic epidermolysis bullosa",1
Orphanet:1587,"Monosomy 13q14",0
Orphanet:159,"Carnitine-acylcarnitine translocase deficiency",1
Orphanet:1590,"Distal monosomy 13q",0
Orphanet:1596,"Distal monosomy 15q",0
Orphanet:1598,"Monosomy 18p",0
Orphanet:16,"Blue cone monochromatism",2
Orphanet:1600,"Monosomy 18q",0
Orphanet:1606,"1p36 deletion syndrome",0
Orphanet:1620,"Distal monosomy 3p",0
Orphanet:1621,"3q13 microdeletion syndrome",0
Orphanet:163,"Hereditary hyperferritinemia with congenital cataracts",1
Orphanet:163596,"Hb Bart's hydrops fetalis",0
Orphanet:163634,"Maffucci syndrome",0
Orphanet:163649,"Spondyloepiphyseal dysplasia, Nishimura type",0
Orphanet:163654,"Spondyloepiphyseal dysplasia, Cantu type",0
Orphanet:163662,"Spondyloepiphyseal dysplasia, Reardon type",0
Orphanet:163665,"Spondyloepiphyseal dysplasia tarda, Kohn type",0
Orphanet:163668,"Spondyloepiphyseal dysplasia, MacDermot type",0
Orphanet:163681,"Cortical dysplasia - focal epilepsy syndrome",1
Orphanet:163684,"Leukoencephalopathy - dystonia - motor neuropathy",1
Orphanet:163690,"Hypotonia - cystinuria syndrome",3
Orphanet:163693,"2p21 microdeletion syndrome",3
Orphanet:163696,"Action myoclonus - renal failure syndrome",1
