acc,gene
Q15846,CLUL1
Q8IUQ0,CLVS1
Q5SYC1,CLVS2
Q8N0X4,CLYBL
P23946,CMA1
Q9Y471,CMAHP
Q8NFW8,CMAS
Q96DG6,CMBL
Q7Z7K0,CMC1
Q9NRP2,CMC2
P56277,CMC4
Q8IY22,CMIP
Q99788,CMKLR1
P30085,CMPK1
Q5EBM0,CMPK2
Q9BQ75,CMSS1
Q8IZ96,CMTM1
Q8TAZ6,CMTM2
Q96MX0,CMTM3
Q8IZR5,CMTM4
Q96DZ9,CMTM5
Q9NX76,CMTM6
Q96FZ5,CMTM7
Q8IZV2,CMTM8
Q8N1G2,CMTR1
Q8IYT2,CMTR2
Q8N3K9,CMYA5
Q8NA66,CNBD1
Q96M20,CNBD2
P62633,CNBP
Q96KN2,CNDP1
Q96KP4,CNDP2
Q8N9A8,CNEP1R1
Q9BYD5,CNFN
P29973,CNGA1
Q16280,CNGA2
Q16281,CNGA3
Q8IV77,CNGA4
Q14028,CNGB1
Q9NQW8,CNGB3
O95406,CNIH1
Q6PI25,CNIH2
Q8TBE1,CNIH3
Q9P003,CNIH4
G9CGD6,CNK3/IPCEF1
Q969H4,CNKSR1
Q8WXI2,CNKSR2
Q6P9H4,CNKSR3
O75829,CNMD
P51911,CNN1
Q99439,CNN2
Q15417,CNN3
Q9NRU3,CNNM1
Q9H8M5,CNNM2
Q8NE01,CNNM3
Q6P4Q7,CNNM4
A5YKK6,CNOT1
Q9H9A5,CNOT10
Q9UKZ1,CNOT11
Q9NZN8,CNOT2
O75175,CNOT3
O95628,CNOT4
Q9ULM6,CNOT6
Q96LI5,CNOT6L
Q9UIV1,CNOT7
Q9UFF9,CNOT8
Q92600,CNOT9
P09543,CNP
Q9BV87,CNPPD1
Q3B7I2,CNPY1
Q9Y2B0,CNPY2
Q9BT09,CNPY3
Q8N129,CNPY4
P21554,CNR1
P34972,CNR2
Q96F85,CNRIP1
Q6PJW8,CNST
Q8N815,CNTD1
Q9H8S5,CNTD2
P26441,CNTF
P26992,CNTFR
Q9NXG0,CNTLN
Q12860,CNTN1
Q02246,CNTN2
Q9P232,CNTN3
Q8IWV2,CNTN4
O94779,CNTN5
Q9UQ52,CNTN6
P78357,CNTNAP1
Q9UHC6,CNTNAP2
Q9BZ76,CNTNAP3
Q96NU0,CNTNAP3B
Q9C0A0,CNTNAP4
Q8WYK1,CNTNAP5
Q7Z7A1,CNTRL
Q8N137,CNTROB
Q9GZY4,COA1
Q9Y2R0,COA3
Q9NYJ1,COA4
Q86WW8,COA5
Q5JTJ3,COA6
Q96BR5,COA7
Q96IL0,COA8
Q13057,COASY
O75128,COBL
Q53SF7,COBLL1
O43405,COCH
Q8WTW3,COG1
Q14746,COG2
Q96JB2,COG3
Q9H9E3,COG4
Q9UP83,COG5
Q9Y2V7,COG6
P83436,COG7
Q96MW5,COG8
P38432,COIL
Q03692,COL10A1
P12107,COL11A1
P13942,COL11A2
Q99715,COL12A1
Q5TAT6,COL13A1
Q05707,COL14A1
P39059,COL15A1
Q07092,COL16A1
Q9UMD9,COL17A1
P39060,COL18A1
Q14993,COL19A1
P02452,COL1A1
P08123,COL1A2
Q9P218,COL20A1
Q96P44,COL21A1
Q8NFW1,COL22A1
Q86Y22,COL23A1
Q17RW2,COL24A1
Q9BXS0,COL25A1
Q96A83,COL26A1
Q8IZC6,COL27A1
Q2UY09,COL28A1
P02458,COL2A1
P02461,COL3A1
P02462,COL4A1
P08572,COL4A2
Q01955,COL4A3
P53420,COL4A4
P29400,COL4A5
Q14031,COL4A6
P20908,COL5A1
Q5SY13,COL5A1-AS1
P05997,COL5A2
P25940,COL5A3
P12109,COL6A1
P12110,COL6A2
P12111,COL6A3
A8TX70,COL6A5
A6NMZ7,COL6A6
Q02388,COL7A1
P27658,COL8A1
P25067,COL8A2
P20849,COL9A1
Q14055,COL9A2
Q14050,COL9A3
Q6ZS62,COLCA1
A8K830,COLCA2
Q9Y6Z7,COLEC10
Q9BWP8,COLEC11
Q5KU26,COLEC12
Q8NBJ5,COLGALT1
Q8IYK4,COLGALT2
Q9Y215,COLQ
Q8N668,COMMD1
Q9Y6G5,COMMD10
Q86X83,COMMD2
Q9UBI1,COMMD3
Q9H0A8,COMMD4
Q9GZQ3,COMMD5
Q7Z4G1,COMMD6
Q86VX2,COMMD7
Q9NX08,COMMD8
Q9P000,COMMD9
P49747,COMP
P21964,COMT
Q86VU5,COMTD1
Q8NHY2,COP1
P53621,COPA
P53618,COPB1
P35606,COPB2
O14579,COPE
Q9Y678,COPG1
Q9UBF2,COPG2
Q9NQ92,COPRS
P61201,COPS2
Q9UNS2,COPS3
Q9BT78,COPS4
Q92905,COPS5
Q7L5N1,COPS6
Q9UBW8,COPS7A
Q9H9Q2,COPS7B
Q99627,COPS8
Q8WXC6,COPS9
P61923,COPZ1
Q9P299,COPZ2
Q96MF6,COQ10A
Q9H8M1,COQ10B
Q96H96,COQ2
Q9NZJ6,COQ3
Q9Y3A0,COQ4
Q5HYK3,COQ5
Q9Y2Z9,COQ6
Q99807,COQ7
Q8NI60,COQ8A
Q96D53,COQ8B
O75208,COQ9
Q9Y5Q5,CORIN
P31146,CORO1A
Q9BR76,CORO1B
Q9ULV4,CORO1C
Q92828,CORO2A
Q9UQ03,CORO2B
Q6QEF8,CORO6
P57737,CORO7
O00230,CORT
Q14019,COTL1
Q12887,COX10
Q9Y6N1,COX11
Q96I36,COX14
Q7KZN9,COX15
Q9P0S2,COX16
Q14061,COX17
Q8N8Q8,COX18
Q49B96,COX19
Q5RI15,COX20
P13073,COX4I1
Q96KJ9,COX4I2
P20674,COX5A
P10606,COX5B
P12074,COX6A1
Q02221,COX6A2
P14854,COX6B1
Q6YFQ2,COX6B2
P09669,COX6C
P24310,COX7A1
P14406,COX7A2
O14548,COX7A2L
O60397,COX7A2P2
P24311,COX7B
Q8TF08,COX7B2
P15954,COX7C
P10176,COX8A
Q7Z4L0,COX8C
P00450,CP
P15085,CPA1
P48052,CPA2
P15088,CPA3
Q9UI42,CPA4
Q8WXQ8,CPA5
Q8N4T0,CPA6
Q8IZJ3,CPAMD8
P15086,CPB1
Q96IY4,CPB2
O75976,CPD
P16870,CPE
Q9BZB8,CPEB1
Q7Z5Q1,CPEB2
Q8NE35,CPEB3
Q17RY0,CPEB4
A4D0V7,CPED1
A0A1W2PPM1,CPHXL
Q9H799,CPLANE1
Q9BU20,CPLANE2
O14810,CPLX1
Q6PUV4,CPLX2
Q8WVH0,CPLX3
Q7Z7G2,CPLX4
P14384,CPM
P15169,CPN1
P22792,CPN2
Q99829,CPNE1
Q96FN4,CPNE2
O75131,CPNE3
Q96A23,CPNE4
Q9HCH3,CPNE5
O95741,CPNE6
Q9UBL6,CPNE7
Q86YQ8,CPNE8
Q8IYJ1,CPNE9
Q8IVL8,CPO
P36551,CPOX
Q9BRF8,CPPED1
Q9Y646,CPQ
P31327,CPS1
Q10570,CPSF1
Q9P2I0,CPSF2
Q9UKF6,CPSF3
O95639,CPSF4
A6NMK7,CPSF4L
Q16630,CPSF6
Q8N684,CPSF7
P50416,CPT1A
Q92523,CPT1B
Q8TCG5,CPT1C
P23786,CPT2
Q5TA50,CPTP
Q9H3G5,CPVL
Q8N123,CPXCR1
Q96SM3,CPXM1
Q8N436,CPXM2
Q66K79,CPZ
P17927,CR1
Q2VPA4,CR1L
P20023,CR2
P29762,CRABP1
P29373,CRABP2
Q6ZU35,CRACD
Q9BSW2,CRACR2A
Q8N4Y2,CRACR2B
P78560,CRADD
Q96RY5,CRAMP1
P43155,CRAT
P82279,CRB1
Q5IJ48,CRB2
Q9BUF7,CRB3
Q96SW2,CRBN
O75575,CRCP
Q9UGL9,CRCT1
P16220,CREB1
O43889,CREB3
Q96BA8,CREB3L1
Q70SY1,CREB3L2
Q68CJ9,CREB3L3
Q8TEY5,CREB3L4
Q02930,CREB5
Q92793,CREBBP
O60519,CREBL2
Q8IUR6,CREBRF
Q9NS37,CREBZF
O75629,CREG1
Q8IUH2,CREG2
Q96HD1,CRELD1
Q6UXH1,CRELD2
Q03060,CREM
P06850,CRH
P24387,CRHBP
P34998,CRHR1
Q13324,CRHR2
Q9NZV1,CRIM1
P50238,CRIP1
P52943,CRIP2
Q6Q6R5,CRIP3
Q8N1N5,CRIPAK
Q9P021,CRIPT
P54107,CRISP1
P16562,CRISP2
P54108,CRISP3
Q9H336,CRISPLD1
Q9H0B8,CRISPLD2
P46108,CRK
P46109,CRKL
O75462,CRLF1
Q9HC73,CRLF2
Q8IUI8,CRLF3
Q9UJA2,CRLS1
Q14194,CRMP1
Q9BZJ0,CRNKL1
Q9UBG3,CRNN
Q5TZA2,CROCC
H7BZ55,CROCC2
Q86T23,CROCCP2
Q8IVE0,CROCCP3
Q9UKG9,CROT
P02741,CRP
A4D126,CRPPA
Q9NQ79,CRTAC1
O95727,CRTAM
O75718,CRTAP
Q6UUV9,CRTC1
Q53ET0,CRTC2
Q6UUV7,CRTC3
O43186,CRX
Q16526,CRY1
Q49AN0,CRY2
P02489,CRYAA
A0A140G945,CRYAA2
P02511,CRYAB
P05813,CRYBA1
P53672,CRYBA2
P53673,CRYBA4
P53674,CRYBB1
P43320,CRYBB2
P26998,CRYBB3
Q9Y4K1,CRYBG1
Q8N1P7,CRYBG2
Q68DQ2,CRYBG3
P11844,CRYGA
P07316,CRYGB
P07315,CRYGC
P07320,CRYGD
Q8WXF5,CRYGN
P22914,CRYGS
Q9Y2S2,CRYL1
Q14894,CRYM
A6NIL9,CRYM-AS1
Q08257,CRYZ
O95825,CRYZL1
O75390,CS
Q9Y600,CSAD
Q6PB30,CSAG1
Q9Y5P2,CSAG2
Q9Y534,CSDC2
O75534,CSDE1
P55060,CSE1L
P09603,CSF1
P07333,CSF1R
P04141,CSF2
P15509,CSF2RA
P32927,CSF2RB
P09919,CSF3
Q99062,CSF3R
Q8TDX6,CSGALNACT1
Q8N6G5,CSGALNACT2
P0DML2,CSH1
P0DML3,CSH2
Q14406,CSHL1
P41240,CSK
A8MUP2,CSKMT
Q96PZ7,CSMD1
Q7Z408,CSMD2
Q7Z407,CSMD3
P47710,CSN1S1
P05814,CSN2
P07498,CSN3
P48729,CSNK1A1
Q8N752,CSNK1A1L
P48730,CSNK1D
P49674,CSNK1E
Q9HCP0,CSNK1G1
P78368,CSNK1G2
Q8NCQ2,CSNK1G2-AS1
Q9Y6M4,CSNK1G3
P68400,CSNK2A1
P19784,CSNK2A2
Q8NEV1,CSNK2A3
P67870,CSNK2B
A0A1B0GTH6,CSNKA2IP
Q6UVK1,CSPG4
O95196,CSPG5
Q1MSJ5,CSPP1
Q96S65,CSRNP1
Q9H175,CSRNP2
Q8WYN3,CSRNP3
P21291,CSRP1
Q16527,CSRP2
P50461,CSRP3
P01037,CST1
Q9H112,CST11
P09228,CST2
P01034,CST3
P01036,CST4
P28325,CST5
Q15828,CST6
O76096,CST7
O60676,CST8
Q5W186,CST9
Q9H4G1,CST9L
Q5W188,CST9LP1
P01040,CSTA
P04080,CSTB
Q05048,CSTF1
P33240,CSTF2
Q9H0L4,CSTF2T
Q12996,CSTF3
Q9H114,CSTL1
Q5HYN5,CT45A1
P0DMU9,CT45A10
Q5DJT8,CT45A2
Q8NHU0,CT45A3
P0DMU8,CT45A5
P0DMU7,CT45A6
P0DMV0,CT45A7
P0DMV1,CT45A8
P0DMV2,CT45A9
Q5JQC4,CT47A1
P0C2W7,CT47B1
Q8WUE5,CT55
P0C5K7,CT62
Q5H943,CT83
P78358,CTAG1A
O75638,CTAG2
Q9HC47,CTAGE1
Q96RT6,CTAGE1
A4D2H0,CTAGE15
Q8IX95,CTAGE3P
Q8IX94,CTAGE4
Q86UF2,CTAGE6
P0CG41,CTAGE8
A4FU28,CTAGE9
Q13363,CTBP1
P56545,CTBP2
Q01459,CTBS
Q2NKJ3,CTC1
P49711,CTCF
Q8NI51,CTCFL
O95476,CTDNEP1
Q9Y5B0,CTDP1
Q9GZU7,CTDSP1
O14595,CTDSP2
O15194,CTDSPL
Q05D32,CTDSPL2
Q16619,CTF1
P32929,CTH
Q96CG8,CTHRC1
O43310,CTIF
P16410,CTLA4
P35221,CTNNA1
P26232,CTNNA2
Q9UI47,CTNNA3
Q9UBT7,CTNNAL1
P35222,CTNNB1
Q9NSA3,CTNNBIP1
Q8WYA6,CTNNBL1
O60716,CTNND1
Q9UQB3,CTNND2
O60931,CTNS
P17812,CTPS1
Q9NRF8,CTPS2
Q6PD62,CTR9
P17538,CTRB1
Q6GPI1,CTRB2
Q99895,CTRC
P40313,CTRL
P10619,CTSA
P07858,CTSB
P53634,CTSC
P07339,CTSD
P14091,CTSE
Q9UBX1,CTSF
P08311,CTSG
P09668,CTSH
P43235,CTSK
P07711,CTSL
Q5NE16,CTSL3P
P43234,CTSO
P25774,CTSS
O60911,CTSV
P56202,CTSW
Q9UBR2,CTSZ
Q14247,CTTN
Q8WZ74,CTTNBP2
Q9P2B4,CTTNBP2NL
Q7Z7A3,CTU1
Q2VPK5,CTU2
P60606,CTXN1
P0C2S0,CTXN2
Q4LDR2,CTXN3
A0A1B0GTU2,CTXND1
A0A1B0GV90,CTXND2
O60494,CUBN
Q9NWM3,CUEDC1
Q9H467,CUEDC2
Q13616,CUL1
Q13617,CUL2
Q13618,CUL3
Q13619,CUL4A
Q13620,CUL4B
Q93034,CUL5
Q14999,CUL7
Q8IWT3,CUL9
Q96C57,CUSTOS
O60888,CUTA
Q9NTM9,CUTC
P39880,CUX1
Q13948,CUX1
O14529,CUX2
Q86UP6,CUZD1
Q9P013,CWC15
Q9HCG8,CWC22
Q9NXE8,CWC25
Q6UX04,CWC27
Q69YN2,CWF19L1
Q2TBE0,CWF19L2
Q9H720,CWH43
P78423,CX3CL1
P49238,CX3CR1
P78310,CXADR
P09341,CXCL1
P02778,CXCL10
O14625,CXCL11
P48061,CXCL12
O43927,CXCL13
O95715,CXCL14
Q9H2A7,CXCL16
Q6UXB2,CXCL17
P19875,CXCL2
P19876,CXCL3
P42830,CXCL5
P80162,CXCL6
P10145,CXCL8
Q07325,CXCL9
P25024,CXCR1
P25025,CXCR2
P49682,CXCR3
P61073,CXCR4
P32302,CXCR5
O00574,CXCR6
O96002,CXorf1
Q9HAI6,CXorf21
Q8TB03,CXorf38
A8MYA2,CXorf49;
A0A1B0GTR3,CXorf51A
P0DPH9,CXorf51B
Q9H5V9,CXorf56
Q96LI9,CXorf58
A6NEN9,CXorf65
Q5JRM2,CXorf66
Q9P0U4,CXXC1
Q9H2H0,CXXC4
Q7LFL8,CXXC5
P49447,CYB561
Q8NBI2,CYB561A3
Q8N8Q1,CYB561D1
O14569,CYB561D2
P00167,CYB5A
O43169,CYB5B
Q6P9G0,CYB5D1
Q8WUJ1,CYB5D2
Q9UHQ9,CYB5R1
Q6BCY4,CYB5R2
P00387,CYB5R3
Q7L1T6,CYB5R4
Q6IPT4,CYB5RL
P13498,CYBA
P04839,CYBB
Q9BQA9,CYBC1
Q53TN4,CYBRD1
P08574,CYC1
P99999,CYCS
Q7L576,CYFIP1
Q96F07,CYFIP2
Q8WWM9,CYGB
Q6ZMK1,CYHR1
P35663,CYLC1
Q14093,CYLC2
Q9NQC7,CYLD
P05108,CYP11A1
P15538,CYP11B1
P19099,CYP11B2
P05093,CYP17A1
P11511,CYP19A1
P04798,CYP1A1
P05177,CYP1A2
Q16678,CYP1B1
Q6UW02,CYP20A1
P08686,CYP21A2
Q07973,CYP24A1
O43174,CYP26A1
Q9NR63,CYP26B1
Q6V0L0,CYP26C1
Q02318,CYP27A1
O15528,CYP27B1
Q4G0S4,CYP27C1
Q16696,CYP2A13
P11509,CYP2A6
P20853,CYP2A7
P20813,CYP2B6
P33260,CYP2C18
P33261,CYP2C19
P10632,CYP2C8
P11712,CYP2C9
P10635,CYP2D6
A0A087X1C5,CYP2D7
P05181,CYP2E1
P24903,CYP2F1
Q6ZSU1,CYP2G1P
P51589,CYP2J2
Q6VVX0,CYP2R1
Q96SQ9,CYP2S1
Q7Z449,CYP2U1
Q8TAV3,CYP2W1
Q9NYL5,CYP39A1
P08684,CYP3A4
Q9HB55,CYP3A43
P20815,CYP3A5
P24462,CYP3A7
Q9Y6A2,CYP46A1
Q02928,CYP4A11
Q5TCH4,CYP4A22
P13584,CYP4B1
Q9HBI6,CYP4F11
Q9HCS2,CYP4F12
P78329,CYP4F2
Q6NT55,CYP4F22
Q08477,CYP4F3
Q9H0H9,CYP4F30P
P98187,CYP4F8
Q6ZWL3,CYP4V2
Q8N118,CYP4X1
Q86W10,CYP4Z1
Q8N1L4,CYP4Z2P
Q16850,CYP51A1
P22680,CYP7A1
O75881,CYP7B1
Q9UNU6,CYP8B1
Q9BWK5,CYREN
Q9H0Q0,CYRIA
Q9NUQ9,CYRIB
Q717R9,CYS1
Q9Y271,CYSLTR1
Q9NS75,CYSLTR2
A8MQ03,CYSRT1
Q9H1C7,CYSTM1
Q15438,CYTH1
Q99418,CYTH2
O43739,CYTH3
Q9UIA0,CYTH4
O60759,CYTIP
Q9NRR1,CYTL1
Q96J86,CYYR1
Q9NWV4,CZIB
Q8N465,D2HGDH
Q9Y4D1,DAAM1
Q86T65,DAAM2
O75553,DAB1
P98082,DAB2
Q5VWQ8,DAB2IP
Q9UI36,DACH1
Q96NX9,DACH2
Q9NYF0,DACT1
Q5SW24,DACT2
Q96B18,DACT3
P61803,DAD1
Q14118,DAG1
Q9Y4D2,DAGLA
Q8NCG7,DAGLB
Q5D0E6,DALRD3
P0C864,DANCR
Q8N907,DAND5
P14920,DAO
P59103,DAOA
P51397,DAP
P51398,DAP3
P53355,DAPK1
Q9UIK4,DAPK2
O43293,DAPK3
A0PJW8,DAPL1
Q9UN19,DAPP1
P14868,DARS1
Q6PI48,DARS2
Q8N136,DAW1
Q9UER7,DAXX
Q9NQZ3,DAZ1
Q13117,DAZ2
Q9NR90,DAZ3
Q86SG3,DAZ4
Q96EP5,DAZAP1
Q15038,DAZAP2
Q92904,DAZL
Q9UBU7,DBF4
Q8NFT6,DBF4B
P09172,DBH
P07108,DBI
Q16643,DBN1
Q9H9R9,DBNDD1
Q9BQY9,DBNDD2
Q9UJU6,DBNL
Q10586,DBP
Q9UK59,DBR1
P11182,DBT
A6NMT0,DBX1
Q6ZNG2,DBX2
Q9Y4B6,DCAF1
Q5QP82,DCAF10
Q8TEB1,DCAF11
Q5T6F0,DCAF12
Q5VU92,DCAF12L1
Q5VW00,DCAF12L2
Q9NV06,DCAF13
Q66K64,DCAF15
Q9NXF7,DCAF16
Q5H9S7,DCAF17
Q8WV16,DCAF4
Q3SXM0,DCAF4L1
Q8NA75,DCAF4L2
Q96JK2,DCAF5
Q58WW2,DCAF6
P61962,DCAF7
Q5TAQ9,DCAF8
A6NGE4,DCAF8L1
P0C7V8,DCAF8L2
Q8WVC6,DCAKD
Q8TF63,DCANP1
Q8N8Z6,DCBLD1
Q96PD2,DCBLD2
P43146,DCC
P81605,DCD
M0R2J8,DCDC1
Q9UHG0,DCDC2
A2VCK2,DCDC2B
A8MYV0,DCDC2C
Q96JQ0,DCHS1
Q6V1P9,DCHS2
P27707,DCK
O15075,DCLK1
Q8N568,DCLK2
Q9C098,DCLK3
Q6PJP8,DCLRE1A
Q9H816,DCLRE1B
Q96SD1,DCLRE1C
P07585,DCN
Q9NPI6,DCP1A
Q8IZD4,DCP1B
Q8IU60,DCP2
Q96C86,DCPS
Q5T197,DCST1
Q5T1A1,DCST2
Q9H295,DCSTAMP
P40126,DCT
P32321,DCTD
Q14203,DCTN1
Q13561,DCTN2
O75935,DCTN3
Q9UJW0,DCTN4
Q9BTE1,DCTN5
O00399,DCTN6
Q9H773,DCTPP1
Q96GG9,DCUN1D1
Q6PH85,DCUN1D2
Q8IWE4,DCUN1D3
Q92564,DCUN1D4
Q9BTE7,DCUN1D5
O43602,DCX
Q7Z4W1,DCXR
Q9BW61,DDA1
O94760,DDAH1
O95865,DDAH2
Q16531,DDB1
Q92466,DDB2
P20711,DDC
Q8NEL9,DDHD1
O94830,DDHD2
Q8WTU0,DDI1
Q5TDH0,DDI2
Q8IXT1,DDIAS
P35638,DDIT3
P0DPQ6,DDIT3
Q9NX09,DDIT4
Q96D03,DDIT4L
O94850,DDN
Q99489,DDO
P39656,DDOST
Q08345,DDR1
Q16832,DDR2
Q96HY6,DDRGK1
P30046,DDT
A6NHG4,DDTL
Q92499,DDX1
Q13206,DDX10
Q96FC9,DDX11
A8MPP1,DDX11L8
Q92771,DDX12P
Q92841,DDX17
Q9NVP1,DDX18
Q9NUU7,DDX19A
Q9UMR2,DDX19B
Q9UHI6,DDX20
Q9NR30,DDX21
Q9BUQ8,DDX23
Q9GZR7,DDX24
Q9UHL0,DDX25
Q96GQ7,DDX27
Q9NUL7,DDX28
Q9H8H2,DDX31
O00148,DDX39A
Q13838,DDX39B
O00571,DDX3X
O15523,DDX3Y
Q9NQI0,DDX4
Q9UJV9,DDX41
Q86XP3,DDX42
Q9NXZ2,DDX43
Q7L014,DDX46
Q9H0S4,DDX47
Q9Y6V7,DDX49
P17844,DDX5
Q9BQ39,DDX50
Q8N8A6,DDX51
Q9Y2R4,DDX52
Q86TM3,DDX53
Q8TDD1,DDX54
Q8NHQ9,DDX55
Q9NY93,DDX56
O95786,DDX58
Q5T1V6,DDX59
P26196,DDX6
Q8IY21,DDX60
Q5H9U9,DDX60L
O75398,DEAF1
Q16698,DECR1
Q9NUI1,DECR2
O75618,DEDD
Q8WXF8,DEDD2
Q9H4E7,DEF6
Q6ZN54,DEF8
P59665,DEFA1
P59666,DEFA3
P12838,DEFA4
Q01523,DEFA5
Q01524,DEFA6
P60022,DEFB1
P81534,DEFB103A
Q8WTQ1,DEFB104A
Q8NG35,DEFB105A
Q8N104,DEFB106A
Q8IZN7,DEFB107A
A8MXU0,DEFB108A
Q8NET1,DEFB108B
Q30KR1,DEFB109B
Q30KQ9,DEFB110
Q30KQ8,DEFB112
Q30KQ7,DEFB113
Q30KQ6,DEFB114
Q30KQ5,DEFB115
Q30KQ4,DEFB116
Q96PH6,DEFB118
Q8N690,DEFB119
Q5J5C9,DEFB121
Q8N688,DEFB123
Q8NES8,DEFB124
Q8N687,DEFB125
Q9BYW3,DEFB126
Q9H1M4,DEFB127
Q7Z7B8,DEFB128
Q9H1M3,DEFB129
P0DP74,DEFB130A
P0DP73,DEFB130B
P59861,DEFB131A
A0A096LNP1,DEFB131B
Q7Z7B7,DEFB132
Q30KQ1,DEFB133
Q4QY38,DEFB134
Q30KP9,DEFB135
Q30KP8,DEFB136
O15263,DEFB4A
O15121,DEGS1
Q6QHC5,DEGS2
P35659,DEK
Q14154,DELE1
Q9P2X7,DELEC1
Q8TCE6,DENND10
Q6NSW5,DENND10P1
A4D1U4,DENND11
Q8TEH3,DENND1A
Q6P3S1,DENND1B
Q8IV53,DENND1C
Q9ULE3,DENND2A
P78524,DENND2B
Q68D51,DENND2C
Q9H6A0,DENND2D
A2RUS2,DENND3
Q7Z401,DENND4A
O75064,DENND4B
Q5VZ89,DENND4C
Q6IQ26,DENND5A
Q6ZUT9,DENND5B
Q8IWF6,DENND6A
Q8NEG7,DENND6B
O43583,DENR
Q5TB30,DEPDC1
Q8WUY9,DEPDC1B
Q8N2C3,DEPDC4
O75140,DEPDC5
Q96QD5,DEPDC7
Q9NTK1,DEPP1
Q8TB45,DEPTOR
Q9Y315,DERA
Q9BUN8,DERL1
Q9GZP9,DERL2
Q96Q80,DERL3
P0CG12,DERPC
P17661,DES
Q6ICB0,DESI1
Q9BSY9,DESI2
Q7L5Y6,DET1
Q05D60,DEUP1
O95424,DEXI
O00273,DFFA
O76075,DFFB
O75907,DGAT1
Q96PD7,DGAT2
Q6ZPD8,DGAT2L6
Q6IED9,DGAT2L7P
P98153,DGCR2
Q14129,DGCR6
Q9BY27,DGCR6L
Q8WYQ5,DGCR8
P23743,DGKA
Q9Y6T7,DGKB
Q16760,DGKD
P52429,DGKE
P49619,DGKG
Q86XP1,DGKH
O75912,DGKI
Q5KSL6,DGKK
P52824,DGKQ
Q13574,DGKZ
Q7Z3D6,DGLUCY
Q16854,DGUOK
Q15392,DHCR24
Q9UBM7,DHCR7
Q86SQ9,DHDDS
Q9UQ10,DHDH
P00374,DHFR
Q86XF0,DHFR2
O43323,DHH
Q02127,DHODH
P49366,DHPS
Q96LJ7,DHRS1
Q6UWP2,DHRS11
A0PJE2,DHRS12
Q6UX07,DHRS13
Q13268,DHRS2
O75911,DHRS3
Q9BTZ2,DHRS4
Q9P1J3,DHRS4-AS1
P0CG22,DHRS4L1
Q6PKH6,DHRS4L2
Q9Y394,DHRS7
Q6IAN0,DHRS7B
A6NNS2,DHRS7C
Q9BPW9,DHRS9
Q8N5I4,DHRSX
Q96HY7,DHTKD1
O43143,DHX15
O60231,DHX16
Q7Z478,DHX29
Q7L2E3,DHX30
Q7L7V1,DHX32
Q9H6R0,DHX33
Q14147,DHX34
Q9H5Z1,DHX35
Q9H2U1,DHX36
Q8IY37,DHX37
Q92620,DHX38
Q8IX18,DHX40
Q6P158,DHX57
Q96C10,DHX58
Q14562,DHX8
Q08211,DHX9
Q9NR28,DIABLO
O60610,DIAPH1
O60879,DIAPH2
Q14236,DIAPH2-AS1
Q9NSV4,DIAPH3
Q9UPY3,DICER1
Q9BTC0,DIDO1
Q68CQ4,DIEXF
Q9UNQ2,DIMT1
P49895,DIO1
Q92813,DIO2
P55073,DIO3
Q14689,DIP2A
Q9P265,DIP2B
Q9Y2E4,DIP2C
Q5T7M9,DIPK1A
Q5VUD6,DIPK1B
Q0P6D2,DIPK1C
Q8NDZ4,DIPK2A
Q9H7Y0,DIPK2B
O95057,DIRAS1
Q96HU8,DIRAS2
O95661,DIRAS3
Q969H9,DIRC1
Q9Y2L1,DIS3
Q8TF46,DIS3L
Q8IYB7,DIS3L2
Q9NRI5,DISC1
Q96F81,DISP1
A7MBM2,DISP2
Q9P2K9,DISP3
Q155Q3,DIXDC1
O60832,DKC1
O94907,DKK1
Q9UBU2,DKK2
Q9UBP4,DKK3
Q9UBT3,DKK4
Q9UK85,DKKL1
P10515,DLAT
Q96QB1,DLC1
P09622,DLD
Q9Y238,DLEC1
O43261,DLEU1
Q6UYE1,DLEU7
Q12959,DLG1
Q15700,DLG2
Q92796,DLG3
P78352,DLG4
Q8TDM6,DLG5
O14490,DLGAP1
Q9P1A6,DLGAP2
O95886,DLGAP3
Q9Y2H0,DLGAP4
Q15398,DLGAP5
P80370,DLK1
Q6UY11,DLK2
O00548,DLL1
Q9NYJ7,DLL3
Q9NR61,DLL4
P36957,DLST
P56177,DLX1
Q07687,DLX2
O60479,DLX3
Q92988,DLX4
P56178,DLX5
P56179,DLX6
Q96GE9,DMAC1
Q9NW81,DMAC2
Q99766,DMAC2L
Q9NPF5,DMAP1
Q9UGM3,DMBT1
Q8NFW5,DMBX1
Q14565,DMC1
P11532,DMD
Q9UI17,DMGDH
Q6E0U4,DMKN
Q13316,DMP1
Q09013,DMPK
Q9Y5R6,DMRT1
Q9Y5R5,DMRT2
Q9NQL9,DMRT3
Q5VZB9,DMRTA1
Q96SC8,DMRTA2
Q96MA1,DMRTB1
Q5HYR2,DMRTC1;
Q8IXT2,DMRTC2
Q9Y222,DMTF1
Q08495,DMTN
Q09019,DMWD
Q9Y485,DMXL1
Q8TDJ6,DMXL2
P51530,DNA2
Q8NEP3,DNAAF1
Q9NVR5,DNAAF2
Q8N9W5,DNAAF3
Q8WXU2,DNAAF4
Q86Y56,DNAAF5
Q9P2D7,DNAH1
Q8IVF4,DNAH10
P0CZ25,DNAH10OS
Q96DT5,DNAH11
Q6ZR08,DNAH12
Q0VDD8,DNAH14
Q9UFH2,DNAH17
Q9P225,DNAH2
Q8TD57,DNAH3
Q8TE73,DNAH5
